item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel
Pi Kappa Phi Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Pi Kappa Phi lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC411V6,N-002-PiKappaPhi-Blue-20,29,4,2014-04-30 16:34:54 PDT,,y,1,,,11,,,,B00K1OO8KI,,,1,,,B00K1OO8KI,,,0,DEFAULT
Pi Kappa Phi Sterling Silver Lavaliere with Swarovski™ Blue Crystal,"Stunning sterling silver silver Pi Kappa Phi lavaliere pendant with Greek letters set with a genuine Swarovski blue crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC405TU,N-002-PiKappaPhi-Blue-P,29,4,2014-04-30 16:34:44 PDT,,y,1,,,11,,,,B00K1OO1YQ,,,1,,,B00K1OO1YQ,,,0,DEFAULT
Sigma Alpha Iota Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Sigma Alpha Iota lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",1001P7TJ3T6,N-002-SigmaAlphaIota,20,4,2015-10-01 13:00:29 PDT,,y,1,,,11,,,,B0161VAHI6,,,1,,,B0161VAHI6,,,0,DEFAULT
Sigma Alpha Iota Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Sigma Alpha Iota lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",1001P7TJ5JO,N-002-SigmaAlphaIota-16,29,20,2015-10-01 13:00:30 PDT,,y,1,,,11,,,,B0161VAIHG,,,1,,,B0161VAIHG,,,0,DEFAULT
Sigma Alpha Iota Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Sigma Alpha Iota lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",1001P7TJ7OC,N-002-SigmaAlphaIota-18,29,3,2015-10-01 13:00:32 PDT,,y,1,,,11,,,,B0161VAJC0,,,1,,,B0161VAJC0,,,0,DEFAULT
Sigma Alpha Iota Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver Sigma Alpha Iota lavaliere pendant with Greek letters set with a genuine Swarovski™ clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",1001P7TJ9VI,N-002-SigmaAlphaIota-20,29,3,2015-10-01 13:00:34 PDT,,y,1,,,11,,,,B0161VAKEM,,,1,,,B0161VAKEM,,,0,DEFAULT
Sterling Silver Sigma Alpha Iota Lavaliere Pendant with Brilliant Red Cubic Z...,"A gorgeous Sigma Alpha Iota sterling silver lavalier pendant with a brilliant red cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZNZO2C,N-002-SigmaAlphaIota-Red,20,8,2016-03-03 16:18:23 PST,,y,1,,,11,,,,B0161VAM04,,,1,,,B0161VAM04,,,0,DEFAULT
Sterling Silver Sigma Alpha Iota Lavaliere Pendant with Brilliant Red Cubic Z...,"A gorgeous Sigma Alpha Iota sterling silver lavalier pendant with a brilliant red cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZNZQIO,N-002-SigmaAlphaIota-Red-16,29,10,2016-03-03 16:18:23 PST,,y,1,,,11,,,,B0161VAMYK,,,1,,,B0161VAMYK,,,0,DEFAULT
Sterling Silver Sigma Alpha Iota Lavaliere Pendant with Brilliant Red Cubic Z...,"A gorgeous Sigma Alpha Iota sterling silver lavalier pendant with a brilliant red cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZNZY6I,N-002-SigmaAlphaIota-Red-18,29,10,2016-03-03 16:18:24 PST,,y,1,,,11,,,,B0161VANWG,,,1,,,B0161VANWG,,,0,DEFAULT
Sterling Silver Sigma Alpha Iota Lavaliere Pendant with Brilliant Red Cubic Z...,"A gorgeous Sigma Alpha Iota sterling silver lavalier pendant with a brilliant red cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO02XC,N-002-SigmaAlphaIota-Red-20,29,10,2016-03-03 16:18:25 PST,,y,1,,,11,,,,B0161VAOO8,,,1,,,B0161VAOO8,,,0,DEFAULT
Sterling Silver Sigma Alpha Iota Lavaliere Pendant with Brilliant Red Cubic Z...,"A gorgeous Sigma Alpha Iota sterling silver lavalier pendant with a brilliant red cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZNZFOO,N-002-SigmaAlphaIota-Red-P,20,10,2016-03-03 16:18:21 PST,,y,1,,,11,,,,B01CJ0G2ZK,,,1,,,B01CJ0G2ZK,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO0D1I,N-002-SigmaDeltaTau,20,10,2016-03-03 16:18:28 PST,,y,1,,,11,,,,B01CJ0GBEC,,,1,,,B01CJ0GBEC,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO0GQU,N-002-SigmaDeltaTau-16,29,10,2016-03-03 16:18:29 PST,,y,1,,,11,,,,B01CJ0GD04,,,1,,,B01CJ0GD04,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO0K66,N-002-SigmaDeltaTau-18,29,10,2016-03-03 16:18:30 PST,,y,1,,,11,,,,B01CJ0GECG,,,1,,,B01CJ0GECG,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO0NI6,N-002-SigmaDeltaTau-20,29,10,2016-03-03 16:18:32 PST,,y,1,,,11,,,,B01CJ0GFUC,,,1,,,B01CJ0GFUC,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant blue cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO0TR6,N-002-SigmaDeltaTau-Blue,20,10,2016-03-03 16:18:33 PST,,y,1,,,11,,,,B01CJ0GIZO,,,1,,,B01CJ0GIZO,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant blue cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO0WZU,N-002-SigmaDeltaTau-Blue-16,29,10,2016-03-03 16:18:35 PST,,y,1,,,11,,,,B01CJ0GKIO,,,1,,,B01CJ0GKIO,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant blue cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO0ZTI,N-002-SigmaDeltaTau-Blue-18,29,10,2016-03-03 16:18:36 PST,,y,1,,,11,,,,B01CJ0GM8W,,,1,,,B01CJ0GM8W,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant blue cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO1420,N-002-SigmaDeltaTau-Blue-20,29,10,2016-03-03 16:18:37 PST,,y,1,,,11,,,,B01CJ0GNLS,,,1,,,B01CJ0GNLS,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant blue cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO0PXO,N-002-SigmaDeltaTau-Blue-P,20,10,2016-03-03 16:18:33 PST,,y,1,,,11,,,,B01CJ0GHEG,,,1,,,B01CJ0GHEG,,,0,DEFAULT
Sterling Silver Sigma Delta Tau Lavaliere Pendant with Brilliant Cubic Zircon...,"A gorgeous Sigma Delta Tau sterling silver lavalier pendant, set with a brilliant cubic zirconia. Finished in rhodium to ensure a long lasting shine. Designed and created exclusively by The Colleigate Standard. One of a kind present that is perfect for your big or little, or even yourself! Also, the sterling silver snake chain shown the picture is for sale as well for only an additional $9. Available in 16, 18, and 20 inches. Please select 0 length if you would like to order only the pendant. Thanks!",0304QZO06QU,N-002-SigmaDeltaTau-P,20,10,2016-03-03 16:18:28 PST,,y,1,,,11,,,,B01CJ0GA4I,,,1,,,B01CJ0GA4I,,,0,DEFAULT
Sigma Kappa Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Sigma Kappa lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0304NK40TE0,N-002-SigmaKappa,20,50,2013-03-03 16:35:49 PST,,y,1,,,11,,,,B00BOD8E50,,,1,,,B00BOD8E50,,,0,DEFAULT
Sigma Kappa Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Sigma Kappa lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC3ZE8I,N-002-SigmaKappa-16,29,50,2014-04-30 16:34:37 PDT,,y,1,,,11,,,,B00K1ONWNM,,,1,,,B00K1ONWNM,,,0,DEFAULT
Sigma Kappa Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Sigma Kappa lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC3ZLGI,N-002-SigmaKappa-18,29,50,2014-04-30 16:34:39 PDT,,y,1,,,11,,,,B00K1ONY4Y,,,1,,,B00K1ONY4Y,,,0,DEFAULT
Sigma Kappa Sterling Silver Lavaliere with Swarovski™ Clear Crystal,"Stunning sterling silver silver Sigma Kappa lavaliere pendant with Greek letters set with a genuine Swarovski clear crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC3ZV2C,N-002-SigmaKappa-20,29,48,2014-04-30 16:34:41 PDT,,y,1,,,11,,,,B00K1ONZKW,,,1,,,B00K1ONZKW,,,0,DEFAULT
Sigma Kappa Sterling Silver Lavaliere with Swarovski™ Lavendar Crystal,"Stunning sterling silver silver Sigma Kappa lavaliere pendant with Greek letters set with a genuine Swarovski lavendar crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself! (This listing is for the pendant only).",0304NK40WNI,N-002-SigmaKappa-Lavendar,20,50,2013-03-03 16:35:50 PST,,y,1,,,11,,,,B00BOD8EDC,,,1,,,B00BOD8EDC,,,0,DEFAULT
Sigma Kappa Sterling Silver Lavaliere with Swarovski™ Lavendar Crystal,"Stunning sterling silver silver Sigma Kappa lavaliere pendant with Greek letters set with a genuine Swarovski lavendar crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC3XPG6,N-002-SigmaKappa-Lavendar-16,29,50,2014-04-30 16:34:21 PDT,,y,1,,,11,,,,B00K1ONKMU,,,1,,,B00K1ONKMU,,,0,DEFAULT
Sigma Kappa Sterling Silver Lavaliere with Swarovski™ Lavendar Crystal,"Stunning sterling silver silver Sigma Kappa lavaliere pendant with Greek letters set with a genuine Swarovski lavendar crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC3Y5WO,N-002-SigmaKappa-Lavendar-18,29,50,2014-04-30 16:34:25 PDT,,y,1,,,11,,,,B00K1ONN8Q,,,1,,,B00K1ONN8Q,,,0,DEFAULT
Sigma Kappa Sterling Silver Lavaliere with Swarovski™ Lavendar Crystal,"Stunning sterling silver silver Sigma Kappa lavaliere pendant with Greek letters set with a genuine Swarovski lavendar crystal and created exclusively by our company. Finished with rhodium for a brilliant, lasting shine. This is a perfect gift for your big or little, or even yourself!",0430OC3YQ00,N-002-SigmaKappa-Lavendar-20,29,50,2014-04-30 16:34:28 PDT,,y,1,,,11,,,,B00K1ONQ6A,,,1,,,B00K1ONQ6A,,,0,DEFAULT
